Kode Grup,Grup KRO,Kode Jenis,Jenis KRO,Definisi Jenis KRO,No.,Kode  KRO (Non PN),Kode  KRO (PN),KRO,Definisi KRO,Satuan,KODE RO*,Definisi RO,CONTOH DAN REFERENSI NOMENKLATUR RO,KARAKTERISTIK RO, BESARAN (Rp.) 
A,Kerangka Regulasi,A,Peraturan,Peraturan Perundang-undangan adalah peraturan tertulis yang memuat norma hukum yang mengikat secara umum dan dibentuk atau ditetapkan oleh lembaga negara atau pejabat yang berwenang melalui prosedur yang ditetapkan dalam Peraturan Perundang-undangan,,AAG,PAG,"Peraturan Menteri dan Kepala Lembaga
","Peraturan Menteri dan Peraturan Kepala Lembaga adalah Peraturan yang ditetapkan oleh menteri/kepala badan/kepala lembaga berdasarkan materi muatan dalam rangka penyelenggaraan urusan tertentu
dalam pemerintahan","PerMen, PerKa",E01 s.d. E99,Untuk penyusunan peraturan menteri atau peraturan kepala lembaga yang bersifat mengatur dan mengikat ke  luar kementerian/lembaga berkenaan (eksternal),"Nomenklatur RO menyebutkan secara spesifik dan jelas, nama dari peraturan menteri atau peraturan kepala lembaga yang akan disusun. Nomenklatur RO juga mencantumkan nama Kementerian/Lembaga.
Nomenklatur RO dimulai dengan frasa:
- Peraturan Menteri tentang/mengenai ...
- Peraturan Kepala tentang/mengenai ...
Contoh:
- Peraturan menteri mengenai Pedoman Penyusunan Rencana Kerja Pemerintah Daerah Tahun 2022
- Peraturan menteri di bidang politik hukum",RO SBKU," 200,000,000 "
A,Kerangka Regulasi,A,Peraturan,Peraturan Perundang-undangan adalah peraturan tertulis yang memuat norma hukum yang mengikat secara umum dan dibentuk atau ditetapkan oleh lembaga negara atau pejabat yang berwenang melalui prosedur yang ditetapkan dalam Peraturan Perundang-undangan,8,AAH,PAH,Peraturan lainnya,"Peraturan lainnya adalah Peraturan yang ditetapkan oleh Pejabat Tinggi Madya Kementerian/Lembaga sesuai dengan tugas, fungsi dan kewenangannya, serta keputusan-keputusan yang ditetapkan oleh Pejabat Pemerintahan sesuai dengan tugas, fungsi dan kewenangannya.","Peraturan, Rancangan Peraturan, Surat Keputusan",F01 s.d. F99,-,"Nomenklatur RO menyebutkan secara spesifik nama dari peraturan yang akan disusun.
Nomenklatur RO dimulai dengan frasa:
- Peraturan ...
- Keputusan …
Contoh:
- Peraturan Badan Pemeriksa Keuangan tentang SOTK
- Peraturan Dirjen Anggaran mengenai Pengajuan dan Penilaian Angka kredit JFAA
- Keputusan Menteri Pendayagunaan Aparatur Negara Dan Reformasi Birokrasi Republik Indonesia Tentang Mekanisme  Seleksi Pegawai Pemerintah Dengan Perjanjian Kerja Untuk Jabatan Fungsional",RO SBKU," 36,500,000 "
A,Kerangka Regulasi,B,Kebijakan,"Kebijakan adalah serangkaian tindakan pemerintah mengenai suatu hal tertentu yang dihasilkan guna mencapai tujuan tertentu, umumnya untuk mengatur perilaku masyarakat dan/atau menciptakan tata nilai baru dalam masyarakat. Kebijakan juga mencakup kajian yang dihasilkan melalui proses identifikasi, pengujian dan penelaahan secara ilmiah yang dilakukan oleh pemerintah guna mendukung penyusunan kebijakan.
Kebijakan juga dapat berupa rekomendasi solusi atau alternatif  solusi yang komperehensif  dalam menghadapi perkembangan dan permasalahan di bidang tertentu. Kebijakan sebagaimana dimaksud juga mencakup seluruh rekomendasi kebijakan dalam bentuk naskah akademis, naskah konsepsi dan naskah.",9,ABA,PBA,Kebijakan Bidang Ekonomi dan Keuangan,"Kebijakan Bidang Ekonomi dan Keuangan merujuk pada seluruh kebijakan, termasuk rekomendasi solusi atau alternatif  solusi yang komprehensif  dalam menghadapi isu di bidang Ekonomi dan Keuangan, termasuk Perbankan dan Keuangan Negara. Kebijakan sebagaimana dimaksud juga mencakup kebijakan dalam bentuk naskah akademis, naskah urgensi, naskah konsepsi atas suatu peraturan di bidang Ekonomi dan Keuangan",Rekomendasi Kebijakan,"G01 s.d. G99
",Untuk RO yang berkaitan dengan Naskah Kebijakan Hasil Riset dan Inovasi,"Nomenklatur RO secara spesifik  menyebutkan perihal/tema khusus atas kebijakan bidang ekonomi dan keuangan yang dihasilkan. Dalam hal kebijakan tersebut berbentuk naskah akademis/naskah urgensi/naskah konsep, Nomenklatur RO secara spesifik  menyebutkan jenis dan judul/tema/perihal peraturan yang akan disusun berdasarkan kebijakan tersebut
Nomenklatur RO dimulai dengan frasa:
- Rekomendasi Kebijakan ...
- Kebijakan ...
Satuan penggunaan dalam SBKU: Naskah Kebijakan
Contoh:
- Kebijakan Pengembangan Sektor Ekonomi Potensial yang Berdaya Saing Tinggi dengan Mengoptimalkan Teknologi Informasi Digital
- Rekomendasi Kebijakan APBN
- Rekomendasi Kebijakan terhadap RUU tentang Perbankan Syariah",RO SBKU," 60,000,000 "
A,Kerangka Regulasi,B,Kebijakan,"Kebijakan adalah serangkaian tindakan pemerintah mengenai suatu hal tertentu yang dihasilkan guna mencapai tujuan tertentu, umumnya untuk mengatur perilaku masyarakat dan/atau menciptakan tata nilai baru dalam masyarakat. Kebijakan juga mencakup kajian yang dihasilkan melalui proses identifikasi, pengujian dan penelaahan secara ilmiah yang dilakukan oleh pemerintah guna mendukung penyusunan kebijakan.
Kebijakan juga dapat berupa rekomendasi solusi atau alternatif  solusi yang komperehensif  dalam menghadapi perkembangan dan permasalahan di bidang tertentu. Kebijakan sebagaimana dimaksud juga mencakup seluruh rekomendasi kebijakan dalam bentuk naskah akademis, naskah konsepsi dan naskah.",,ABA,PBA,Kebijakan Bidang Ekonomi dan Keuangan,"Kebijakan Bidang Ekonomi dan Keuangan merujuk pada seluruh kebijakan, termasuk rekomendasi solusi atau alternatif  solusi yang komprehensif  dalam menghadapi isu di bidang Ekonomi dan Keuangan, termasuk Perbankan dan Keuangan Negara. Kebijakan sebagaimana dimaksud juga mencakup kebijakan dalam bentuk naskah akademis, naskah urgensi, naskah konsepsi atas suatu peraturan di bidang Ekonomi dan Keuangan",Rekomendasi Kebijakan,M01 s.d. M99 ,Untuk RO yang berkaitan dengan Naskah/ Rekomendasi Kebijakan Aktual Strategis,"Nomenklatur RO secara spesifik  menyebutkan perihal/tema khusus atas kebijakan bidang ekonomi dan keuangan yang dihasilkan. Dalam hal kebijakan tersebut berbentuk naskah akademis/naskah urgensi/naskah konsep, Nomenklatur RO secara spesifik  menyebutkan jenis dan judul/tema/perihal peraturan yang akan disusun berdasarkan kebijakan tersebut
Nomenklatur RO dimulai dengan frasa:
- Rekomendasi Kebijakan ...
- Kebijakan ...
Contoh:
- Kebijakan Pengembangan Sektor Ekonomi Potensial yang Berdaya Saing Tinggi dengan Mengoptimalkan Teknologi Informasi Digital
- Rekomendasi Kebijakan APBN
- Rekomendasi Kebijakan terhadap RUU tentang Perbankan Syariah",RO SBKU," 60,000,000 "
A,Kerangka Regulasi,B,Kebijakan,"Kebijakan adalah serangkaian tindakan pemerintah mengenai suatu hal tertentu yang dihasilkan guna mencapai tujuan tertentu, umumnya untuk mengatur perilaku masyarakat dan/atau menciptakan tata nilai baru dalam masyarakat. Kebijakan juga mencakup kajian yang dihasilkan melalui proses identifikasi, pengujian dan penelaahan secara ilmiah yang dilakukan oleh pemerintah guna mendukung penyusunan kebijakan.
Kebijakan juga dapat berupa rekomendasi solusi atau alternatif  solusi yang komperehensif  dalam menghadapi perkembangan dan permasalahan di bidang tertentu. Kebijakan sebagaimana dimaksud juga mencakup seluruh rekomendasi kebijakan dalam bentuk naskah akademis, naskah konsepsi dan naskah.",,ABA,PBA,Kebijakan Bidang Ekonomi dan Keuangan,"Kebijakan Bidang Ekonomi dan Keuangan merujuk pada seluruh kebijakan, termasuk rekomendasi solusi atau alternatif  solusi yang komprehensif  dalam menghadapi isu di bidang Ekonomi dan Keuangan, termasuk Perbankan dan Keuangan Negara. Kebijakan sebagaimana dimaksud juga mencakup kebijakan dalam bentuk naskah akademis, naskah urgensi, naskah konsepsi atas suatu peraturan di bidang Ekonomi dan Keuangan",Rekomendasi Kebijakan,"H01 s.d. H49
",Untuk RO yang berkaitan dengan Publikasi Bereputasi Global Hasil Riset dan Inovasi,"Nomenklatur RO secara spesifik  menyebutkan perihal/tema khusus atas kebijakan bidang ekonomi dan keuangan yang dihasilkan. Dalam hal kebijakan tersebut berbentuk naskah akademis/naskah urgensi/naskah konsep, Nomenklatur RO secara spesifik  menyebutkan jenis dan judul/tema/perihal peraturan yang akan disusun berdasarkan kebijakan tersebut
Nomenklatur RO dimulai dengan frasa:
- Rekomendasi Kebijakan ...
- Kebijakan ...
Satuan penggunaan dalam SBKU: Publikasi Global
Contoh:
- Kebijakan Pengembangan Sektor Ekonomi Potensial yang Berdaya Saing Tinggi dengan Mengoptimalkan Teknologi Informasi Digital
- Rekomendasi Kebijakan APBN
- Rekomendasi Kebijakan terhadap RUU tentang Perbankan Syariah",RO SBKU," 150,000,000 "
A,Kerangka Regulasi,B,Kebijakan,"Kebijakan adalah serangkaian tindakan pemerintah mengenai suatu hal tertentu yang dihasilkan guna mencapai tujuan tertentu, umumnya untuk mengatur perilaku masyarakat dan/atau menciptakan tata nilai baru dalam masyarakat. Kebijakan juga mencakup kajian yang dihasilkan melalui proses identifikasi, pengujian dan penelaahan secara ilmiah yang dilakukan oleh pemerintah guna mendukung penyusunan kebijakan.
Kebijakan juga dapat berupa rekomendasi solusi atau alternatif  solusi yang komperehensif  dalam menghadapi perkembangan dan permasalahan di bidang tertentu. Kebijakan sebagaimana dimaksud juga mencakup seluruh rekomendasi kebijakan dalam bentuk naskah akademis, naskah konsepsi dan naskah.",,ABA,PBA,Kebijakan Bidang Ekonomi dan Keuangan,"Kebijakan Bidang Ekonomi dan Keuangan merujuk pada seluruh kebijakan, termasuk rekomendasi solusi atau alternatif  solusi yang komprehensif  dalam menghadapi isu di bidang Ekonomi dan Keuangan, termasuk Perbankan dan Keuangan Negara. Kebijakan sebagaimana dimaksud juga mencakup kebijakan dalam bentuk naskah akademis, naskah urgensi, naskah konsepsi atas suatu peraturan di bidang Ekonomi dan Keuangan",Rekomendasi Kebijakan,H50 s.d. H99,Untuk RO yang berkaitan dengan Publikasi Bereputasi Nasional Hasil Riset dan Inovasi,"Nomenklatur RO secara spesifik  menyebutkan perihal/tema khusus atas kebijakan bidang ekonomi dan keuangan yang dihasilkan. Dalam hal kebijakan tersebut berbentuk naskah akademis/naskah urgensi/naskah konsep, Nomenklatur RO secara spesifik  menyebutkan jenis dan judul/tema/perihal peraturan yang akan disusun berdasarkan kebijakan tersebut
Nomenklatur RO dimulai dengan frasa:
- Rekomendasi Kebijakan ...
- Kebijakan ...
Satuan penggunaan dalam SBKU: Publikasi Nasional
Contoh:
- Kebijakan Pengembangan Sektor Ekonomi Potensial yang Berdaya Saing Tinggi dengan Mengoptimalkan Teknologi Informasi Digital
- Rekomendasi Kebijakan APBN
- Rekomendasi Kebijakan terhadap RUU tentang Perbankan Syariah",RO SBKU," 60,000,000 "
A,Kerangka Regulasi,B,Kebijakan,"Kebijakan adalah serangkaian tindakan pemerintah mengenai suatu hal tertentu yang dihasilkan guna mencapai tujuan tertentu, umumnya untuk mengatur perilaku masyarakat dan/atau menciptakan tata nilai baru dalam masyarakat. Kebijakan juga mencakup kajian yang dihasilkan melalui proses identifikasi, pengujian dan penelaahan secara ilmiah yang dilakukan oleh pemerintah guna mendukung penyusunan kebijakan.
Kebijakan juga dapat berupa rekomendasi solusi atau alternatif  solusi yang komperehensif  dalam menghadapi perkembangan dan permasalahan di bidang tertentu. Kebijakan sebagaimana dimaksud juga mencakup seluruh rekomendasi kebijakan dalam bentuk naskah akademis, naskah konsepsi dan naskah.",,ABA,PBA,Kebijakan Bidang Ekonomi dan Keuangan,"Kebijakan Bidang Ekonomi dan Keuangan merujuk pada seluruh kebijakan, termasuk rekomendasi solusi atau alternatif  solusi yang komprehensif  dalam menghadapi isu di bidang Ekonomi dan Keuangan, termasuk Perbankan dan Keuangan Negara. Kebijakan sebagaimana dimaksud juga mencakup kebijakan dalam bentuk naskah akademis, naskah urgensi, naskah konsepsi atas suatu peraturan di bidang Ekonomi dan Keuangan",Rekomendasi Kebijakan,RO Teknis,"RO yang tidak termasuk dalam klasifikasi Kode  G10 - G99, H01-H49, dan H50-H99, tetap menggunakan 3 (tiga) digit angka arab dimulai dari 001, 002, dst","Nomenklatur RO secara spesifik  menyebutkan perihal/tema khusus atas kebijakan bidang ekonomi dan keuangan yang dihasilkan. Dalam hal kebijakan tersebut berbentuk naskah akademis/naskah urgensi/naskah konsep, Nomenklatur RO secara spesifik  menyebutkan jenis dan judul/tema/perihal peraturan yang akan disusun berdasarkan kebijakan tersebut
Nomenklatur RO dimulai dengan frasa:
- Rekomendasi Kebijakan ...
- Kebijakan ...
Contoh:
- Kebijakan Pengembangan Sektor Ekonomi Potensial yang Berdaya Saing Tinggi dengan Mengoptimalkan Teknologi Informasi Digital
- Rekomendasi Kebijakan APBN
- Rekomendasi Kebijakan terhadap RUU tentang Perbankan Syariah",RO Teknis, - 
A,Kerangka Regulasi,B,Kebijakan,"Kebijakan adalah serangkaian tindakan pemerintah mengenai suatu hal tertentu yang dihasilkan guna mencapai tujuan tertentu, umumnya untuk mengatur perilaku masyarakat dan/atau menciptakan tata nilai baru dalam masyarakat. Kebijakan juga mencakup kajian yang dihasilkan melalui proses identifikasi, pengujian dan penelaahan secara ilmiah yang dilakukan oleh pemerintah guna mendukung penyusunan kebijakan.
Kebijakan juga dapat berupa rekomendasi solusi atau alternatif  solusi yang komperehensif  dalam menghadapi perkembangan dan permasalahan di bidang tertentu. Kebijakan sebagaimana dimaksud juga mencakup seluruh rekomendasi kebijakan dalam bentuk naskah akademis, naskah konsepsi dan naskah.",10,ABB,PBB,"Kebijakan Bidang Investasi dan Perdagangan
","Kebijakan Bidang Investasi merujuk pada kebijakan,   termasuk rekomendasi solusi atau alternatif solusi yang komprehensif  dalam menghadapi isu terkait ppenanaman modal dalam negeri maupun penanaman modal asing untuk melakukan usaha di wilayah negara Republik Indonesia.
Kebijakan Bidang Perdagangan merujuk pada kebijakan,   termasuk rekomendasi solusi atau alternatif solusi yang komprehensif  dalam menghadapi isu terkait tatanan kegiatan transaksi atau perdagangan atas barang dan/atau Jasa baik di dalam maupun luar negeri
Kebijakan sebagaimana dimaksud juga mencakup kebijakan dalam bentuk naskah akademis, naskah urgensi, naskah konsepsi atas suatu peraturan di bidang Investasi dan Perdagangan",Rekomendasi Kebijakan,"G01 s.d. G99
",Untuk RO yang berkaitan dengan Naskah Kebijakan Hasil Riset dan Inovasi,"Nomenklatur RO secara spesifik  menyebutkan perihal/tema khusus atas kebijakan investasi dan perdagangan yang dihasilkan. Dalam hal kebijakan tersebut berbentuk naskah akademis/naskah urgensi/naskah konsep, Nomenklatur RO secara spesifik menyebutkan jenis dan judul/tema/perihal peraturan yang akan disusun berdasarkan kebijakan tersebut.
Nomenklatur RO dimulai dengan frasa:
- Rekomendasi Kebijakan ...
- Kebijakan ...
Contoh:
- Kebijakan Optimalisasi Penerapan Sistem National Single  Window (NSW)
- Kebijakan Investasi Terbuka (Open Investment Policy )
- Rekomendasi Kebijakan terhadap Perubahan UU
tentang Penanaman Modal",RO SBKU," 60,000,000 "
A,Kerangka Regulasi,B,Kebijakan,"Kebijakan adalah serangkaian tindakan pemerintah mengenai suatu hal tertentu yang dihasilkan guna mencapai tujuan tertentu, umumnya untuk mengatur perilaku masyarakat dan/atau menciptakan tata nilai baru dalam masyarakat. Kebijakan juga mencakup kajian yang dihasilkan melalui proses identifikasi, pengujian dan penelaahan secara ilmiah yang dilakukan oleh pemerintah guna mendukung penyusunan kebijakan.
Kebijakan juga dapat berupa rekomendasi solusi atau alternatif  solusi yang komperehensif  dalam menghadapi perkembangan dan permasalahan di bidang tertentu. Kebijakan sebagaimana dimaksud juga mencakup seluruh rekomendasi kebijakan dalam bentuk naskah akademis, naskah konsepsi dan naskah.",,ABB,PBB,"Kebijakan Bidang Investasi dan Perdagangan
","Kebijakan Bidang Investasi merujuk pada kebijakan,   termasuk rekomendasi solusi atau alternatif solusi yang komprehensif  dalam menghadapi isu terkait ppenanaman modal dalam negeri maupun penanaman modal asing untuk melakukan usaha di wilayah negara Republik Indonesia.
Kebijakan Bidang Perdagangan merujuk pada kebijakan,   termasuk rekomendasi solusi atau alternatif solusi yang komprehensif  dalam menghadapi isu terkait tatanan kegiatan transaksi atau perdagangan atas barang dan/atau Jasa baik di dalam maupun luar negeri
Kebijakan sebagaimana dimaksud juga mencakup kebijakan dalam bentuk naskah akademis, naskah urgensi, naskah konsepsi atas suatu peraturan di bidang Investasi dan Perdagangan",Rekomendasi Kebijakan,M01 s.d. M99 ,Untuk RO yang berkaitan dengan Naskah/ Rekomendasi Kebijakan Aktual Strategis,"Nomenklatur RO secara spesifik  menyebutkan perihal/tema khusus atas kebijakan investasi dan perdagangan yang dihasilkan. Dalam hal kebijakan tersebut berbentuk naskah akademis/naskah urgensi/naskah konsep, Nomenklatur RO secara spesifik menyebutkan jenis dan judul/tema/perihal peraturan yang akan disusun berdasarkan kebijakan tersebut.
Nomenklatur RO dimulai dengan frasa:
- Rekomendasi Kebijakan ...
- Kebijakan ...
Contoh:
- Kebijakan Optimalisasi Penerapan Sistem National Single  Window (NSW)
- Kebijakan Investasi Terbuka (Open Investment Policy )
- Rekomendasi Kebijakan terhadap Perubahan UU
tentang Penanaman Modal",RO SBKU," 60,000,000 "
A,Kerangka Regulasi,B,Kebijakan,"Kebijakan adalah serangkaian tindakan pemerintah mengenai suatu hal tertentu yang dihasilkan guna mencapai tujuan tertentu, umumnya untuk mengatur perilaku masyarakat dan/atau menciptakan tata nilai baru dalam masyarakat. Kebijakan juga mencakup kajian yang dihasilkan melalui proses identifikasi, pengujian dan penelaahan secara ilmiah yang dilakukan oleh pemerintah guna mendukung penyusunan kebijakan.
Kebijakan juga dapat berupa rekomendasi solusi atau alternatif  solusi yang komperehensif  dalam menghadapi perkembangan dan permasalahan di bidang tertentu. Kebijakan sebagaimana dimaksud juga mencakup seluruh rekomendasi kebijakan dalam bentuk naskah akademis, naskah konsepsi dan naskah.",,ABB,PBB,"Kebijakan Bidang Investasi dan Perdagangan
","Kebijakan Bidang Investasi merujuk pada kebijakan,   termasuk rekomendasi solusi atau alternatif solusi yang komprehensif  dalam menghadapi isu terkait ppenanaman modal dalam negeri maupun penanaman modal asing untuk melakukan usaha di wilayah negara Republik Indonesia.
Kebijakan Bidang Perdagangan merujuk pada kebijakan,   termasuk rekomendasi solusi atau alternatif solusi yang komprehensif  dalam menghadapi isu terkait tatanan kegiatan transaksi atau perdagangan atas barang dan/atau Jasa baik di dalam maupun luar negeri
Kebijakan sebagaimana dimaksud juga mencakup kebijakan dalam bentuk naskah akademis, naskah urgensi, naskah konsepsi atas suatu peraturan di bidang Investasi dan Perdagangan",Rekomendasi Kebijakan,"H01 s.d. H49
",Untuk RO yang berkaitan dengan Publikasi Bereputasi Global Hasil Riset dan Inovasi,"Nomenklatur RO secara spesifik  menyebutkan perihal/tema khusus atas kebijakan investasi dan perdagangan yang dihasilkan. Dalam hal kebijakan tersebut berbentuk naskah akademis/naskah urgensi/naskah konsep, Nomenklatur RO secara spesifik menyebutkan jenis dan judul/tema/perihal peraturan yang akan disusun berdasarkan kebijakan tersebut.
Nomenklatur RO dimulai dengan frasa:
- Rekomendasi Kebijakan ...
- Kebijakan ...
Contoh:
- Kebijakan Optimalisasi Penerapan Sistem National Single  Window (NSW)
- Kebijakan Investasi Terbuka (Open Investment Policy )
- Rekomendasi Kebijakan terhadap Perubahan UU
tentang Penanaman Modal",RO SBKU," 150,000,000 "
A,Kerangka Regulasi,B,Kebijakan,"Kebijakan adalah serangkaian tindakan pemerintah mengenai suatu hal tertentu yang dihasilkan guna mencapai tujuan tertentu, umumnya untuk mengatur perilaku masyarakat dan/atau menciptakan tata nilai baru dalam masyarakat. Kebijakan juga mencakup kajian yang dihasilkan melalui proses identifikasi, pengujian dan penelaahan secara ilmiah yang dilakukan oleh pemerintah guna mendukung penyusunan kebijakan.
Kebijakan juga dapat berupa rekomendasi solusi atau alternatif  solusi yang komperehensif  dalam menghadapi perkembangan dan permasalahan di bidang tertentu. Kebijakan sebagaimana dimaksud juga mencakup seluruh rekomendasi kebijakan dalam bentuk naskah akademis, naskah konsepsi dan naskah.",,ABB,PBB,"Kebijakan Bidang Investasi dan Perdagangan
","Kebijakan Bidang Investasi merujuk pada kebijakan,   termasuk rekomendasi solusi atau alternatif solusi yang komprehensif  dalam menghadapi isu terkait ppenanaman modal dalam negeri maupun penanaman modal asing untuk melakukan usaha di wilayah negara Republik Indonesia.
Kebijakan Bidang Perdagangan merujuk pada kebijakan,   termasuk rekomendasi solusi atau alternatif solusi yang komprehensif  dalam menghadapi isu terkait tatanan kegiatan transaksi atau perdagangan atas barang dan/atau Jasa baik di dalam maupun luar negeri
Kebijakan sebagaimana dimaksud juga mencakup kebijakan dalam bentuk naskah akademis, naskah urgensi, naskah konsepsi atas suatu peraturan di bidang Investasi dan Perdagangan",Rekomendasi Kebijakan,H50 s.d. H99,Untuk RO yang berkaitan dengan Publikasi Bereputasi Nasional Hasil Riset dan Inovasi,"Nomenklatur RO secara spesifik  menyebutkan perihal/tema khusus atas kebijakan investasi dan perdagangan yang dihasilkan. Dalam hal kebijakan tersebut berbentuk naskah akademis/naskah urgensi/naskah konsep, Nomenklatur RO secara spesifik menyebutkan jenis dan judul/tema/perihal peraturan yang akan disusun berdasarkan kebijakan tersebut.
Nomenklatur RO dimulai dengan frasa:
- Rekomendasi Kebijakan ...
- Kebijakan ...
Contoh:
- Kebijakan Optimalisasi Penerapan Sistem National Single  Window (NSW)
- Kebijakan Investasi Terbuka (Open Investment Policy )
- Rekomendasi Kebijakan terhadap Perubahan UU
tentang Penanaman Modal",RO SBKU," 60,000,000 "
A,Kerangka Regulasi,B,Kebijakan,"Kebijakan adalah serangkaian tindakan pemerintah mengenai suatu hal tertentu yang dihasilkan guna mencapai tujuan tertentu, umumnya untuk mengatur perilaku masyarakat dan/atau menciptakan tata nilai baru dalam masyarakat. Kebijakan juga mencakup kajian yang dihasilkan melalui proses identifikasi, pengujian dan penelaahan secara ilmiah yang dilakukan oleh pemerintah guna mendukung penyusunan kebijakan.
Kebijakan juga dapat berupa rekomendasi solusi atau alternatif  solusi yang komperehensif  dalam menghadapi perkembangan dan permasalahan di bidang tertentu. Kebijakan sebagaimana dimaksud juga mencakup seluruh rekomendasi kebijakan dalam bentuk naskah akademis, naskah konsepsi dan naskah.",,ABB,PBB,"Kebijakan Bidang Investasi dan Perdagangan
","Kebijakan Bidang Investasi merujuk pada kebijakan,   termasuk rekomendasi solusi atau alternatif solusi yang komprehensif  dalam menghadapi isu terkait ppenanaman modal dalam negeri maupun penanaman modal asing untuk melakukan usaha di wilayah negara Republik Indonesia.
Kebijakan Bidang Perdagangan merujuk pada kebijakan,   termasuk rekomendasi solusi atau alternatif solusi yang komprehensif  dalam menghadapi isu terkait tatanan kegiatan transaksi atau perdagangan atas barang dan/atau Jasa baik di dalam maupun luar negeri
Kebijakan sebagaimana dimaksud juga mencakup kebijakan dalam bentuk naskah akademis, naskah urgensi, naskah konsepsi atas suatu peraturan di bidang Investasi dan Perdagangan",Rekomendasi Kebijakan,RO Teknis,"RO yang tidak termasuk dalam klasifikasi Kode  G10 - G99, H01-H49, dan H50-H99,  tetap menggunakan 3 (tiga) digit angka arab dimulai dari 001, 002, dst","Nomenklatur RO secara spesifik  menyebutkan perihal/tema khusus atas kebijakan investasi dan perdagangan yang dihasilkan. Dalam hal kebijakan tersebut berbentuk naskah akademis/naskah urgensi/naskah konsep, Nomenklatur RO secara spesifik menyebutkan jenis dan judul/tema/perihal peraturan yang akan disusun berdasarkan kebijakan tersebut.
Nomenklatur RO dimulai dengan frasa:
- Rekomendasi Kebijakan ...
- Kebijakan ...
Contoh:
- Kebijakan Optimalisasi Penerapan Sistem National Single  Window (NSW)
- Kebijakan Investasi Terbuka (Open Investment Policy )
- Rekomendasi Kebijakan terhadap Perubahan UU
tentang Penanaman Modal",RO Teknis, - 
A,Kerangka Regulasi,B,Kebijakan,"Kebijakan adalah serangkaian tindakan pemerintah mengenai suatu hal tertentu yang dihasilkan guna mencapai tujuan tertentu, umumnya untuk mengatur perilaku masyarakat dan/atau menciptakan tata nilai baru dalam masyarakat. Kebijakan juga mencakup kajian yang dihasilkan melalui proses identifikasi, pengujian dan penelaahan secara ilmiah yang dilakukan oleh pemerintah guna mendukung penyusunan kebijakan.
Kebijakan juga dapat berupa rekomendasi solusi atau alternatif  solusi yang komperehensif  dalam menghadapi perkembangan dan permasalahan di bidang tertentu. Kebijakan sebagaimana dimaksud juga mencakup seluruh rekomendasi kebijakan dalam bentuk naskah akademis, naskah konsepsi dan naskah.",11,ABC,PBC,Kebijakan Bidang Politik,"Kebijakan Bidang Politik merujuk pada Kebijakan,   termasuk rekomendasi solusi atau alternatif solusi yang komprehensif  dalam menghadapi isu terkait negara, kekuasaan, pengambilan keputusan, kebijakan umum (public policy), termasuk namun tidak terbatas pada proses pemilihan umum, lembaga pemilihan umum, partai politik, dsb.
Kebijakan sebagaimana dimaksud juga mencakup kebijakan dalam bentuk naskah akademis, naskah urgensi, naskah konsepsi atas suatu peraturan di bidang Politik",Rekomendasi Kebijakan,"G01 s.d. G99
",Untuk RO yang berkaitan dengan Naskah Kebijakan Hasil Riset dan Inovasi,"Nomenklatur RO secara spesifik  menyebutkan perihal/tema khusus atas kebijakan bidang politik yang dihasilkan. Dalam hal kebijakan tersebut berbentuk naskah akademis/naskah urgensi/naskah konsep, Nomenklatur RO secara spesifik menyebutkan jenis dan judul/tema/perihal peraturan yang akan disusun berdasarkan kebijakan tersebut.
Nomenklatur RO dimulai dengan frasa:
- Rekomendasi Kebijakan ...
- Kebijakan ...
Contoh:
- Kebijakan Bidang Pengelolaan Pemilu dan Penguatan Partai Politik
- Rekomendasi Kebijakan Desentralisasi dan Otonomi Daerah
- Rekomendasi Kebijakan terhadap Revisi UU tentang Pilkada",RO SBKU," 60,000,000 "
